Tr Actual E0,Tr Predicted E0
-1.032,-0.8700996396673872
-1.16814704,-1.0401608752754328
-1.06156146,-0.5078943288376649
-0.134,-0.33379609381063347
-1.054,-0.8086264666053466
-0.81,-0.5978814494246762
-1.06864214,-0.6815350590895832
-0.97658383,-0.988600314471114
-0.677,-0.5716328786038503
-0.489,-0.5295583722727315
-0.42317356,-0.510303201728675
-0.73248494,-0.8868772091082064
-0.93784873,-0.661177995008984
-0.625,-0.7090822850132099
-0.8612572,-1.0781531955408354
-0.077,0.043160322353287484
-0.171,-0.35164010294556647
-1.2798031,-1.003409530519093
-0.374,-0.5977231534989187
-0.85314334,-0.3251202811188705
-1.016,-0.9195715863461373
-0.37,-0.6789877776554931
-1.015,-0.6983124071221027
-1.017,-0.6989252279768152
-0.553,-0.6239646655958495
-0.96498014,-0.892962321300729
-0.47722466,-0.29431214325813926
-0.4781702,-0.7402159192661202
-0.64171637,-0.7902717496826881
-1.12678703,-0.9887071356079105
-0.86200774,-0.6519303803615912
-0.03993522,-0.13414703156377072
-0.523,-0.5954793806713496
-0.91883635,-0.7973243280321185
-0.562,-0.4951966677163
-0.719,-0.4847302215466698
-0.651,-0.7151470185308426
-0.60900685,-0.9432523701889295
-0.91153214,-1.1561559325346025
-0.71,-0.5005463567390507
-0.371,-0.6573968901511762
-0.3789491,-0.8998333743224975
-0.194,-0.3794883221994496
-0.87099675,-1.071432236380133
-0.81424767,-0.7193215910469917
-0.417,-0.6649271023243273
-0.43518893,-0.6973851457946694
-1.1130244,-0.8319633170995075
-0.94305278,-0.9038766183493863
-0.59782552,-0.835853912467428
-1.0563312,-1.179983122048725
-0.54790107,-0.1703714094182942
-0.504,-0.3720792854260253
-0.0479683,-0.23002359076053835
-0.994,-0.6860123355399992
-0.108,-0.22753887923954608
-0.51163341,-0.5642694899015623
-0.82555587,-0.5927681188877614
-1.05252683,-0.7769672639960845
-0.81151515,-0.9757942431879201
-0.99991635,-0.9167895107657387
-1.0971139,-1.1357988685149394
-0.5935564,-0.6800587589186762
-1.02618987,-0.7161740480460139
-0.086,-0.39312055964546744
-0.556,-0.5632193735764304
-0.6900878,-0.5287886570349656
-0.73186329,-0.5270781384115253
-0.94328199,-0.6236835978265844
-1.70572679,-1.2517939257559192
-0.503,-0.6368775580303918
-0.49826842,-0.45345785719837295
-0.377,-0.053054750054798205
-0.656,-0.6363994193779945
-0.32002169,-0.2959112912994897
-0.47175002,-0.14236270030687592
-1.02573532,-1.1907949215583358
-0.56,-0.598407959787437
-0.55414339,-0.7183541248514302
0.44061743,-0.07936426417109033
-0.278,-0.2554198814987103
-1.12531649,-1.0951569283024583
-0.229108,-0.541118747634755
-0.50047595,-0.6227161316278398
-0.28636235,-0.7756967521490878
-0.98491731,-0.4112888694153298
-0.506,-0.68665229645012
-0.979,-0.9522314562036627
-0.2407627,-0.5955552192945106
-0.95737556,-0.9717509991587576
-1.074,-0.946948995715502
-0.327,-0.6263800783835904
-0.50253835,-0.4226423112768316
-0.25614808,-0.6804290093509735
-0.995,-0.7733082654690406
-0.8781954,-0.8149595842651252
-0.518,-0.757820556351362
-0.385,-0.5802025037155545
0.22865765,-0.16702515466386103
-0.15171683,-0.4688227450387785
-1.026,-0.6934960043581668
0.2249784,-0.07402231974720053
-0.383,-0.45896150422913706
-0.473,-0.6562908465357395
-0.283,-0.20084035232321185
-0.59039549,-0.41660965125629446
-1.011,-0.7180842128509539
-0.537,-0.5350476315293236
-0.138,-0.09499693952921007
-0.54162563,-0.6164495475095464
-1.06798906,-1.1059360163308156
-0.89496127,-1.1670702296078161
-2.5721744,-0.9815477361162266
-0.5,-0.5596853871079475
-0.654,-0.686326587203439
-0.544,-0.4427086609489379
-0.93114353,-0.7085573878853211
-0.86653899,-0.7471044118183272
-0.16453762,-0.38197303371816815
-0.99616337,-1.0990475237367718
-0.43,-0.7470517906676832
-0.749,-0.685220537468922
-0.67906937,-0.7691959494932235
-1.17110452,-0.9276013102680736
-0.274,-0.5591761295559081
-1.08335403,-1.2015740095321235
-0.66467793,-0.644577926029342
-0.6001678,-1.134528356629744
0.48395404,-0.25803229986922815
-0.86411942,-0.6313151428539641
-0.22711286,-0.32894876077807567
-0.79596622,-0.9077715373086903
-1.07631424,-0.8726052572383196
-0.603,-0.5270255172595171
-1.1515799,-1.0232393035148561
-0.286,-0.30698410094282735
