Tr Actual E0,Tr Predicted E0
-0.94328199,-0.6910250670383475
-0.86200774,-0.6685714818052726
-0.03993522,-0.1422224407615389
-0.385,-0.5479681396866277
-0.163,-0.24608843140811232
-0.383,-0.5164363215441825
-0.292,-0.5867030529216642
-0.749,-0.6624950750730747
-1.0971139,-1.0622637044520145
-0.42317356,-0.3525556876595888
-0.54162563,-0.4757960781696358
-1.12531649,-1.153080474602597
-1.0403769,-1.2727504663834104
-0.81151515,-0.9541864503908457
-1.026,-0.5780723609089592
-0.66467793,-0.6102375763117807
-0.98491731,-0.5490083035742845
-0.077,-0.156262082180205
-0.73186329,-0.614555308391838
-0.81424767,-0.7765794619904094
-0.6900878,-0.4681985639048889
-0.52635541,-0.646488920056077
-0.15171683,-0.34779216320679285
-1.01087654,-0.7655896232051055
-0.4781702,-0.6693288681344203
-0.42799025,-0.1215895307470709
-1.70572679,-1.1798540412459968
-0.691,-0.6691765889932966
-1.02573532,-1.208349198091654
-0.47175002,-0.20261736109740025
-0.3789491,-0.8583723578146663
-0.43518893,-0.5181682121852682
-1.57199624,-1.0520960890268658
-0.86653899,-0.8035947827966415
-0.51163341,-0.6191821928626164
-0.79596622,-0.9150202959470659
-0.97658383,-0.9602696138359904
-0.229108,-0.5636060401288507
-0.38849717,-0.5256958837602416
-0.719,-0.3448041655818278
-1.2798031,-0.9565311453744095
-0.836,-0.6557417257010963
-0.547,-0.5010865674673651
-0.59782552,-0.7671348768105473
-0.537,-0.6105289124478308
-0.16453762,-0.19344231792868716
-0.194,-0.2741173469463163
-0.55721703,-0.5876031479768993
-0.2407627,-0.5931725935707488
-0.5935564,-0.7763591135951684
-0.843,-0.6441002614287661
-0.086,-0.4215967233794441
-0.559,-0.6832589741510934
-0.503,-0.6450054993779158
0.2249784,-0.18169273762771065
-0.371,-0.6271703848257462
-0.651,-0.7340034475282422
-0.108,-0.16927370177449674
-0.35148528,-0.35593289284086793
-0.50047595,-0.7426562587631278
-1.054,-0.7339458854309608
-0.81,-0.7002572963590663
-0.91883635,-0.8103072840842704
-0.35,-0.31360107081020705
-0.96498014,-0.9001563699061412
-1.12678703,-1.0142049346177626
-1.05263341,-1.0430246815149515
-0.0479683,-0.24021444676181336
-0.677,-0.4846131885620008
-0.138,-0.14045660111405978
-0.556,-0.5429066473814339
-0.171,-0.36237670314962434
-0.8781954,-0.8309091034220504
-0.59039549,-0.5612260872572281
-0.134,-0.19903881605280815
-1.06864214,-0.6536849171694508
-0.667,-0.757754034684945
-0.60900685,-1.0578065724658254
-0.70610557,-1.0671387302509316
-1.07266794,-0.7425031467452824
-0.96903447,-0.7326745148655347
