Tr Actual E0,Tr Predicted E0
-0.94328199,-0.6381043969388613
-0.86200774,-0.761971262765946
-0.03993522,-0.4983942022954445
-0.385,-0.4796766539100069
-0.163,-0.34425732637517886
-0.383,-0.416958921092634
-0.292,-0.45986461519613686
-0.749,-0.44950278711047265
-1.0971139,-0.6753673705649392
-0.42317356,-0.5806267862927775
-0.54162563,-0.6599512530319593
-1.12531649,-0.8909473316692559
-1.0403769,-0.8913015664283694
-0.81151515,-0.6608628527937371
-1.026,-0.8473934520130693
-0.66467793,-0.6084442228794137
-0.98491731,-0.5156705313846613
-0.077,-0.4597573610308818
-0.73186329,-0.6314866574409032
-0.81424767,-0.6962819269423851
-0.6900878,-0.6550337337734348
-0.52635541,-0.626318925535196
-0.15171683,-0.6328361232758892
-1.01087654,-0.6267451312827699
-0.4781702,-0.6553432588000969
-0.42799025,-0.6137824072385307
-1.70572679,-0.8919672706666003
-0.691,-0.5909877253058922
-1.02573532,-0.8800899763719594
-0.47175002,-0.616974941498102
-0.3789491,-0.5515106703898115
-0.43518893,-0.5350512016366824
-1.57199624,-0.4140303445523249
-0.86653899,-0.6641063318455644
-0.51163341,-0.8683123355932212
-0.79596622,-0.6766556216193779
-0.97658383,-0.8770060009317225
-0.229108,-0.8809369717556491
-0.38849717,-0.4881989653303024
-0.719,-0.3580701192644643
-1.2798031,-0.6604530678351062
-0.836,-0.6091727528475425
-0.547,-0.4478662406135715
-0.59782552,-0.6807823863118112
-0.537,-0.41161843424486433
-0.16453762,-0.6299635517227824
-0.194,-0.44864476469621994
-0.55721703,-0.5036857040076586
-0.2407627,-0.4930346152394721
-0.5935564,-0.8398726509588481
-0.843,-0.5648314601650912
-0.086,-0.5928750121276412
-0.559,-0.5789553037956625
-0.503,-0.41740172146227694
0.2249784,-0.46931245888983864
-0.371,-0.4292056307236761
-0.651,-0.7509718982669605
-0.108,-0.3280122934801458
-0.35148528,-0.47589289139241475
-0.50047595,-0.5048176811991608
-1.054,-0.9536032300007669
-0.81,-0.7567994283268734
-0.91883635,-0.8400407310376746
-0.35,-0.33215510954380834
-0.96498014,-0.869220764928804
-1.12678703,-0.6563597121027965
-1.05263341,-0.6604212992138918
-0.0479683,-0.4724466765680395
-0.677,-0.5770472558781575
-0.138,-0.3398540362144812
-0.556,-0.4564570760761444
-0.171,-0.47557363445412054
-0.8781954,-0.6684333447031369
-0.59039549,-0.6119968204793031
-0.134,-0.2756627705093318
-1.06864214,-0.8679794404764009
-0.667,-0.7673961647026305
-0.60900685,-0.8643319387326062
-0.70610557,-0.8504949797353053
-1.07266794,-0.6510156448103338
-0.96903447,-0.522271870551399
