Te Actual E0,Te Predicted E0
-0.274,-0.28416075018235437
-0.95692541,-0.6460311492461499
-0.553,-0.4516622587934491
-0.47722466,-0.6222148619659273
0.48395404,-0.5774551742440158
-0.43,-0.417294434162916
-0.04,-0.44807571249359046
0.44061743,-0.7674896949512586
-0.85314334,-0.7768621577062418
-0.518,-0.763528588600564
-1.16814704,-0.6785704947562646
0.22865765,-0.7630119748106773
-0.93114353,-0.6565295408860157
-0.64171637,-0.6462504611861491
-1.032,-0.9466935047870196
-0.89496127,-0.6810028088962637
-0.37604277,-0.48712754372645395
-0.506,-0.9601070149079792
-0.377,-0.32434215967495805
-0.8612572,-0.6572692178225277
-0.562,-0.41849612342920595
-0.54790107,-0.5088571163345675
-0.67906937,-0.7597357680169189
-0.56,-0.5663356533882177
-0.94305278,-0.5107501826428581
-0.63449428,-0.626831622341226
-0.73248494,-0.6522519819429403
