Te Actual E0,Te Predicted E0
-0.274,-0.4074242959669636
-0.95692541,-0.6140602049792284
-0.553,-0.5815594923987347
-0.47722466,-0.2904872014492059
0.48395404,-0.17600997345520342
-0.43,-0.4680579872493517
-0.04,-0.3727312009019299
0.44061743,-0.45663389707457075
-0.85314334,-0.46813807928161333
-0.518,-0.6931543553052486
-1.16814704,-1.0344777163036383
0.22865765,-0.4558234471344157
-0.93114353,-0.6947061836453818
-0.64171637,-0.8603254319689193
-1.032,-0.7987244385951326
-0.89496127,-1.1265552147889795
-0.37604277,-0.5330818939301752
-0.506,-0.7024228117502314
-0.377,0.0017487452781944064
-0.8612572,-1.1114197744212866
-0.562,-0.4030566535649531
-0.54790107,-0.20929039139144243
-0.67906937,-0.7472539255099608
-0.56,-0.7871026547123415
-0.94305278,-0.8143322266707037
-0.63449428,-0.26439293526044766
-0.73248494,-1.0059829814389003
