Te Actual E0,Te Predicted E0
-1.08613209,-0.952021253367322
-0.95692541,-0.68439881277199
0.30436329,-0.10581840616824945
-1.05904721,-0.9569474928842308
-0.04,-0.1914672132624453
-0.35,-0.3677134803942357
-1.02746434,-0.7073171619007255
-0.836,-0.5765501046181303
-0.76291948,-0.7175941419807756
-1.07266794,-0.7523625131026614
-0.63449428,-0.42472245366241435
-0.559,-0.7030076818723363
-0.667,-0.7163414885893031
-1.006,-0.7965643193185992
-0.637,-0.9333448337783512
-0.163,-0.33957312495738545
-0.52,-0.5279926767698906
-0.70610557,-1.0636461270601316
-1.0403769,-1.337639427800494
-0.547,-0.6340050137979181
-0.96903447,-0.7752808622313969
-0.46217204,-0.7920417442463927
-0.35148528,-0.3742815010232965
-0.543,-0.31379750190040756
-0.13463746,-0.11083968403032873
-0.69422387,-0.7162405214279888
-1.57199624,-0.9544714908998273
-0.843,-0.5394115681748595
-0.38849717,-0.7768571602039014
-1.10193347,-1.164276179799371
-0.92404966,-0.8748664099961312
-1.01087654,-0.8281637359210654
-0.52635541,-0.9502204082050243
-0.94939097,-0.8510820850498009
-0.691,-0.7244432780753871
-0.292,-0.3639096223089444
-0.42799025,-0.07805770629773878
-0.43437729,-0.6390498360374703
-1.05263341,-1.0625908473076118
-0.424,-0.5968119720978518
-1.1107946,-1.027822476185726
-0.50947717,-0.7983216043160883
-0.37604277,-0.6428536941227616
-0.55721703,-0.7738913996592824
-0.77285153,-1.0046854538383498
-1.07163665,-0.9298490684128242
