Tr Actual E0,Tr Predicted E0
-1.032,-1.018695931528334
-1.16814704,-1.1683635408462008
-1.06156146,-0.8448895059920762
-0.134,-0.14169305533682613
-1.054,-1.0214449464828654
-0.81,-0.6103046119900661
-1.06864214,-0.9764106976711464
-0.97658383,-1.0687828669588966
-0.677,-0.6967974514162301
-0.489,-0.4317828816408123
-0.42317356,-0.24701280146736987
-0.73248494,-0.8296610940548421
-0.93784873,-1.0390986244268259
-0.625,-0.6762573676962902
-0.8612572,-1.209061683776666
-0.077,-0.007638736014171699
-0.171,-0.221629612873332
-1.2798031,-0.9668643620201018
-0.374,-0.3394021745855487
-0.85314334,-0.5118185097147621
-1.016,-0.8579790634027742
-0.37,-0.36752741780512493
-1.015,-0.8761710073803866
-1.017,-0.9632996564001683
-0.553,-0.5466379985441325
-0.96498014,-0.9090027789254151
-0.47722466,-0.5675841778798794
-0.4781702,-0.6906529805312605
-0.64171637,-0.7140502449392745
-1.12678703,-1.0906249156273629
-0.86200774,-0.6181053164708745
-0.03993522,-0.17498393204846724
-0.523,-0.4866835875011078
-0.91883635,-0.8297596157080485
-0.562,-0.5948268527097913
-0.719,-0.7341128393602834
-0.651,-0.7698786398425093
-0.60900685,-0.5345649348237294
-0.91153214,-0.9515668381391456
-0.71,-0.7256842907191825
-0.371,-0.3325526245288704
-0.3789491,-0.5328200290958973
-0.194,-0.3018383889448118
-0.87099675,-1.0431098504707037
-0.81424767,-0.8346384942475658
-0.417,-0.43366116757257195
-0.43518893,-0.5319522941256996
-1.1130244,-0.9963415338678614
-0.94305278,-0.7540843811540117
-0.59782552,-0.6486775411862293
-1.0563312,-0.9168210693406034
-0.54790107,-0.1392766830617334
-0.504,-0.5485070841379234
-0.0479683,-0.14197219450340887
-0.994,-1.0532009866432468
-0.108,-0.1562328657431647
-0.51163341,-0.6285214624634154
-0.82555587,-0.8746527602415048
-1.05252683,-0.9411005101026766
-0.81151515,-0.9284054999334634
-0.99991635,-0.8010426206959382
-1.0971139,-1.1361704355106101
-0.5935564,-0.3518227753903694
-1.02618987,-1.1429926158309531
-0.086,-0.11417616110560341
-0.556,-0.5529503402737455
-0.6900878,-0.8306265342004382
-0.73186329,-0.7142793507932159
-0.94328199,-0.9178306677157957
-1.70572679,-1.2877231444055932
-0.503,-0.536374821479128
-0.49826842,-0.3999682112579033
-0.377,-0.4286965674710877
-0.656,-0.7240359614347371
-0.32002169,-0.3591137324740073
-0.47175002,-0.3683109312983967
-1.02573532,-1.2449959958732155
-0.56,-0.5017126514335282
-0.55414339,-0.6740808167504095
0.44061743,0.3735845430128559
-0.278,-0.36958325420200683
-1.12531649,-1.1663087193537944
-0.229108,-0.3976045628598251
-0.50047595,-0.6972552044369835
-0.28636235,-0.43051005190978425
-0.98491731,-0.707506216181494
-0.506,-0.4843593444191037
-0.979,-1.0940913438655422
-0.2407627,-0.3609293281695482
-0.95737556,-0.9579009064584765
-1.074,-1.0802974517627384
-0.327,-0.29659712062222293
-0.50253835,-0.6365546401375741
-0.25614808,-0.3565931908281647
-0.995,-0.928009984561718
-0.8781954,-0.7261975638027738
-0.518,-0.6978936698428229
-0.385,-0.3328956594845914
0.22865765,0.1656459561753702
-0.15171683,-0.18799171116474583
-1.026,-1.0219506831056722
0.2249784,0.1719750586931656
-0.383,-0.29292886266371926
-0.473,-0.5847804623883726
-0.283,-0.26030232835336814
-0.59039549,-0.6360584489349874
-1.011,-0.8867809730679215
-0.537,-0.49154664447608926
-0.138,-0.2076193035383576
-0.54162563,-0.44108469553023105
-1.06798906,-1.0281698656790998
-0.89496127,-0.992012574689404
-2.5721744,-2.2752886131875543
-0.5,-0.484869159695234
-0.654,-0.7071831184616209
-0.544,-0.5418379232060444
-0.93114353,-0.8472627574285869
-0.86653899,-0.8219905412692594
-0.16453762,-0.16733679532484602
-0.99616337,-1.0372690950413395
-0.43,-0.45764006480107194
-0.749,-0.82930199369899
-0.67906937,-0.7538362645053847
-1.17110452,-1.1208640414519524
-0.274,-0.29071964138833667
-1.08335403,-0.9962842473905644
-0.66467793,-0.7326284198762889
-0.6001678,-1.0217305585214949
0.48395404,0.2982859974969702
-0.86411942,-0.8982808390212311
-0.22711286,-0.38945698917539523
-0.79596622,-0.6986876006091556
-1.07631424,-0.8991250707576468
-0.603,-0.4702710696215882
-1.1515799,-1.245386549036023
-0.286,-0.16646844864034388
