Te Actual E0,Te Predicted E0
-1.08613209,-0.8734669735603513
-0.95692541,-1.063943627093491
0.30436329,0.2564597155789387
-1.05904721,-0.6838914404582435
-0.04,-0.3973835009150613
-0.35,-0.18605415774743178
-1.02746434,-0.9360333741682265
-0.836,-0.7786035015999737
-0.76291948,-0.6900413932622429
-1.07266794,-1.0798316501061624
-0.63449428,-0.6719518889872755
-0.559,-0.6074730919612839
-0.667,-1.1281225607405159
-1.006,-0.9794093668304911
-0.637,-0.8957621069242914
-0.163,-0.3073485872122748
-0.52,-0.41927234535380836
-0.70610557,-0.872879561619728
-1.0403769,-1.3236832723926428
-0.547,-0.8828395404379983
-0.96903447,-0.8380352598440712
-0.46217204,-0.7066420015835861
-0.35148528,0.03042810619619657
-0.543,-0.7185100189069626
-0.13463746,-0.2652170499551663
-0.69422387,-0.7643162714264236
-1.57199624,-1.3175707092225488
-0.843,-0.7125134939442248
-0.38849717,-0.6495567857566122
-1.10193347,-1.0941949961655786
-0.92404966,-1.060055483967636
-1.01087654,-0.9582639848622818
-0.52635541,-0.8907353275699468
-0.94939097,-0.7960598204990479
-0.691,-0.8380352525387018
-0.292,-0.4780089928271976
-0.42799025,0.014982585972907747
-0.43437729,-0.4873483986017178
-1.05263341,-1.1780485751281835
-0.424,-0.2393097276096106
-1.1107946,-0.6053893563201616
-0.50947717,-0.8024484271164962
-0.37604277,-0.22354603835896736
-0.55721703,-0.5464915354980164
-0.77285153,-1.106740938233256
-1.07163665,-0.8571496314126155
