Tr Actual E0,Tr Predicted E0
-1.032,-1.0114903195644729
-1.16814704,-1.0202770667965524
-1.06156146,-0.6265038646524772
-0.134,-0.1998013869742863
-1.054,-0.9437640571268275
-0.81,-0.6395303196040913
-1.06864214,-0.7589287334121764
-0.97658383,-0.9824373868177645
-0.677,-0.5897783829132095
-0.489,-0.4626817558601033
-0.42317356,-0.5390899998601526
-0.73248494,-0.9319293544394895
-0.93784873,-0.714851577184163
-0.625,-0.637464263883885
-0.8612572,-1.085421694908291
-0.077,0.0928992314147763
-0.171,-0.27929737855447456
-1.2798031,-0.9906396220030729
-0.374,-0.4062665686942637
-0.85314334,-0.18950666225282475
-1.016,-0.9633898784522898
-0.37,-0.5699016073485836
-1.015,-0.8384088448074181
-1.017,-0.6639185262320098
-0.553,-0.6525078135891818
-0.96498014,-0.9056912169908173
-0.47722466,-0.3525949271861464
-0.4781702,-0.7552304452692624
-0.64171637,-0.8666231824608985
-1.12678703,-0.9903543270047521
-0.86200774,-0.6461858027032577
-0.03993522,-0.05758347426308319
-0.523,-0.604139587841928
-0.91883635,-0.8289450466982089
-0.562,-0.4429857874638401
-0.719,-0.5644999071373604
-0.651,-0.8212704551406205
-0.60900685,-0.8826140874298289
-0.91153214,-1.1411003937246278
-0.71,-0.5747439343831502
-0.371,-0.6830817009904422
-0.3789491,-0.7895619973423891
-0.194,-0.4176445150806103
-0.87099675,-1.0878887095896062
-0.81424767,-0.7732663479400799
-0.417,-0.6340904656681232
-0.43518893,-0.7539260428166017
-1.1130244,-0.9423878795932978
-0.94305278,-0.929225703177508
-0.59782552,-0.8319766155618709
-1.0563312,-1.1438466673716903
-0.54790107,-0.16599993349518627
-0.504,-0.41831044713035226
-0.0479683,-0.2539569986111019
-0.994,-0.6847067384514958
-0.108,-0.2500093811249826
-0.51163341,-0.577188597409986
-0.82555587,-0.5660533438785933
-1.05252683,-0.7848678901209496
-0.81151515,-1.0111425392096862
-0.99991635,-0.908437490608776
-1.0971139,-1.0970232369727455
-0.5935564,-0.6472049106960185
-1.02618987,-0.872371565666981
-0.086,-0.32569152663927525
-0.556,-0.5402348747593351
-0.6900878,-0.6084679621271789
-0.73186329,-0.6312140057561919
-0.94328199,-0.6965201776474714
-1.70572679,-1.217846563551575
-0.503,-0.6317196012241766
-0.49826842,-0.38601201499113813
-0.377,-0.13617405231343582
-0.656,-0.5629971565213054
-0.32002169,-0.3086336882552132
-0.47175002,-0.18495979305589572
-1.02573532,-1.254543226386886
-0.56,-0.6502660858095624
-0.55414339,-0.784706346137682
0.44061743,0.008540734823327512
-0.278,-0.18892240192508325
-1.12531649,-1.177797056210693
-0.229108,-0.45500922010978684
-0.50047595,-0.7079601760488003
-0.28636235,-0.7239510808722116
-0.98491731,-0.5611976927903015
-0.506,-0.7279702985542826
-0.979,-0.9803518815897405
-0.2407627,-0.6955010702076834
-0.95737556,-0.8714788338693324
-1.074,-0.9633700727135874
-0.327,-0.6283950659562834
-0.50253835,-0.4700927941594273
-0.25614808,-0.635050549506559
-0.995,-0.8309452036919538
-0.8781954,-0.8500125182035845
-0.518,-0.8292291687102988
-0.385,-0.5405275697121397
0.22865765,-0.060456470819190145
-0.15171683,-0.49269585142610595
-1.026,-0.6305726380669512
0.2249784,-0.12049924151506275
-0.383,-0.559350556723075
-0.473,-0.6654869746998884
-0.283,-0.1422554905875586
-0.59039549,-0.2858363944105804
-1.011,-0.8370559772010893
-0.537,-0.5732946288189851
-0.138,0.038937465695198625
-0.54162563,-0.6774651677988004
-1.06798906,-0.9539204035827424
-0.89496127,-1.164634879649384
-2.5721744,-1.0201155228714924
-0.5,-0.6001808028086089
-0.654,-0.7613240196369588
-0.544,-0.3915780371753499
-0.93114353,-0.6360696570627624
-0.86653899,-0.6417650569055695
-0.16453762,-0.42159213265404105
-0.99616337,-1.0673857922665775
-0.43,-0.5937698505877052
-0.749,-0.6374458355421666
-0.67906937,-0.8279259388218634
-1.17110452,-1.0191340489545837
-0.274,-0.40057116927346215
-1.08335403,-1.030666573671624
-0.66467793,-0.6784842753550038
-0.6001678,-1.0361064278404228
0.48395404,-0.2349971391959116
-0.86411942,-0.5717487434158102
-0.22711286,-0.21683918870985508
-0.79596622,-0.9138934519141912
-1.07631424,-0.861614060413558
-0.603,-0.5832187993219122
-1.1515799,-1.0958802196546458
-0.286,-0.19163026800379157
