Tr Actual E0,Tr Predicted E0
-1.032,-1.0166026699242465
-1.16814704,-1.0214971229044938
-1.06156146,-0.6419347382300646
-0.134,-0.16185953191802227
-1.054,-0.9604297582239418
-0.81,-0.6456051823222619
-1.06864214,-0.7753647182884871
-0.97658383,-0.9736706689930479
-0.677,-0.5665943730943024
-0.489,-0.4305329650953773
-0.42317356,-0.5443163492848795
-0.73248494,-0.9298606137816039
-0.93784873,-0.7335712473529545
-0.625,-0.5849104521502628
-0.8612572,-1.0830937699381291
-0.077,0.10032579487878834
-0.171,-0.29183899252567436
-1.2798031,-1.0010759490164602
-0.374,-0.35520456787824983
-0.85314334,-0.1690690049861967
-1.016,-0.9712866024325111
-0.37,-0.5422287637864214
-1.015,-0.8465293732846106
-1.017,-0.6893819402065482
-0.553,-0.7026613583359378
-0.96498014,-0.8970540909147857
-0.47722466,-0.37779781934638734
-0.4781702,-0.7582228680129575
-0.64171637,-0.8827921985958707
-1.12678703,-0.9954934350075284
-0.86200774,-0.6342057030525492
-0.03993522,-0.05221049626552521
-0.523,-0.5765928495820267
-0.91883635,-0.8204375128365236
-0.562,-0.42835915864387
-0.719,-0.5823924544009333
-0.651,-0.8403358739259499
-0.60900685,-0.8685599022363384
-0.91153214,-1.1399071719182885
-0.71,-0.5582319492089542
-0.371,-0.6864174186213745
-0.3789491,-0.774138891001316
-0.194,-0.4100743196435346
-0.87099675,-1.0946756363030268
-0.81424767,-0.7636241108563642
-0.417,-0.6283500602584997
-0.43518893,-0.7611392358237401
-1.1130244,-0.9537346360129657
-0.94305278,-0.9284391333777862
-0.59782552,-0.8348394460912214
-1.0563312,-1.1487265911640545
-0.54790107,-0.15851239562293706
-0.504,-0.3993293668756124
-0.0479683,-0.2534064713744213
-0.994,-0.7119475634237835
-0.108,-0.23211129530381847
-0.51163341,-0.5806340266847991
-0.82555587,-0.5758329402967544
-1.05252683,-0.778644041900991
-0.81151515,-1.0180590582247637
-0.99991635,-0.9058735101605517
-1.0971139,-1.0981137009827568
-0.5935564,-0.6257068212328356
-1.02618987,-0.9086618414649292
-0.086,-0.3392894196927294
-0.556,-0.5219588459304365
-0.6900878,-0.6365334953866579
-0.73186329,-0.6399391175923679
-0.94328199,-0.687007532778102
-1.70572679,-1.2165237499965507
-0.503,-0.6800957351187016
-0.49826842,-0.3878595461082064
-0.377,-0.210370718901296
-0.656,-0.5403847471639036
-0.32002169,-0.30777172474390824
-0.47175002,-0.19983479500667123
-1.02573532,-1.2732042950947307
-0.56,-0.6399271324700955
-0.55414339,-0.793172273748894
0.44061743,0.010863020190527095
-0.278,-0.17075332827073986
-1.12531649,-1.1965877170164685
-0.229108,-0.44143122247595734
-0.50047595,-0.7165556956706318
-0.28636235,-0.7023233993110978
-0.98491731,-0.5948663230443314
-0.506,-0.7572065882405292
-0.979,-0.9494722371779822
-0.2407627,-0.6955064145978147
-0.95737556,-0.8637588158482936
-1.074,-1.0014287358737866
-0.327,-0.640804095934218
-0.50253835,-0.4907446729171294
-0.25614808,-0.6294046166645053
-0.995,-0.8679987558153641
-0.8781954,-0.8402406889346263
-0.518,-0.881067770419028
-0.385,-0.55611230623159
0.22865765,-0.04270865617722386
-0.15171683,-0.4968659221178253
-1.026,-0.6021493835077525
0.2249784,-0.10470113471336173
-0.383,-0.5737161822097159
-0.473,-0.6291734575753676
-0.283,-0.21145175682121042
-0.59039549,-0.2675099422774263
-1.011,-0.8486760146784382
-0.537,-0.614462913892778
-0.138,0.08159991882538087
-0.54162563,-0.6901051717544089
-1.06798906,-0.9279213582508383
-0.89496127,-1.171292214381289
-2.5721744,-1.0360253547523968
-0.5,-0.5821050423896343
-0.654,-0.7735609586797487
-0.544,-0.3650365386916903
-0.93114353,-0.6209057348447917
-0.86653899,-0.6084516991690734
-0.16453762,-0.4313694957141383
-0.99616337,-1.0776925270947233
-0.43,-0.5724319892208687
-0.749,-0.6276008570557661
-0.67906937,-0.8289363946562371
-1.17110452,-1.0303512140912279
-0.274,-0.3676586035539664
-1.08335403,-1.0045379363291014
-0.66467793,-0.6816062899346953
-0.6001678,-1.0217930583928627
0.48395404,-0.21208407199068802
-0.86411942,-0.5633789046210369
-0.22711286,-0.21393826590967535
-0.79596622,-0.9244593709381972
-1.07631424,-0.855260619979255
-0.603,-0.6039194076441632
-1.1515799,-1.1069677921694918
-0.286,-0.1380586729304234
