Te Actual E0,Te Predicted E0
-1.08613209,-0.9403753939265558
-0.95692541,-0.7075675594559874
0.30436329,-0.10578217263327439
-1.05904721,-0.9451764803145997
-0.04,-0.1980310353979311
-0.35,-0.36807931189584675
-1.02746434,-0.7301331826732218
-0.836,-0.5267445307856571
-0.76291948,-0.6975223129230512
-1.07266794,-0.7526403540040247
-0.63449428,-0.4432942457500726
-0.559,-0.7089830418386072
-0.667,-0.7477706472425831
-1.006,-0.8107782646082775
-0.637,-0.9656644393172318
-0.163,-0.3508577536934627
-0.52,-0.5680975403751329
-0.70610557,-1.0632905938400263
-1.0403769,-1.3498208731729937
-0.547,-0.7422030795745886
-0.96903447,-0.7752059772212592
-0.46217204,-0.7616848553255968
-0.35148528,-0.3613434011116574
-0.543,-0.28869158537503736
-0.13463746,-0.11549732861844397
-0.69422387,-0.6850682772473347
-1.57199624,-0.9594087766741337
-0.843,-0.5440511613734138
-0.38849717,-0.7871429237207028
-1.10193347,-1.1747302790610181
-0.92404966,-0.8513047801725762
-1.01087654,-0.8292569320822869
-0.52635541,-0.9622335178326775
-0.94939097,-0.8518225552995213
-0.691,-0.7123831955638291
-0.292,-0.3365918934725505
-0.42799025,-0.05112945834560989
-0.43437729,-0.6169505809887861
-1.05263341,-1.0721100130857915
-0.424,-0.63359396677882
-1.1107946,-1.016991972004818
-0.50947717,-0.7789399773893582
-0.37604277,-0.6484379994120815
-0.55721703,-0.7837048590409728
-0.77285153,-1.0064771918598678
-1.07163665,-0.9318771980575145
