Te Actual E0,Te Predicted E0
-0.274,0.08712983833294682
-0.95692541,-0.9437557164549839
-0.553,-0.8978195464446019
-0.47722466,-0.5178833089858872
0.48395404,0.05963503376533705
-0.43,1.8963359484637985
-0.04,-0.24641115368475244
0.44061743,0.3875956091046555
-0.85314334,0.12262642192097115
-0.518,-0.199972105506989
-1.16814704,-1.0952167427445387
0.22865765,0.5084916389382543
-0.93114353,-1.1046155786824363
-0.64171637,-1.000972051564878
-1.032,-1.2484406003139503
-0.89496127,-1.383210881776835
-0.37604277,-0.17826176308097733
-0.506,0.706680501995679
-0.377,-0.24742377517668704
-0.8612572,-0.8961506047738637
-0.562,1.7364524742554737
-0.54790107,-0.11216388606149177
-0.67906937,-0.7821841423364886
-0.56,0.6208482248398057
-0.94305278,-0.7433995937566584
-0.63449428,-0.4194336021092744
-0.73248494,-1.0936668247350794
