Tr Actual E0,Tr Predicted E0
-0.94328199,-0.9068529970046397
-0.86200774,-0.8593696148601799
-0.03993522,-0.03570804317528545
-0.385,-0.3873264446223834
-0.163,-0.17974384226907095
-0.383,-0.3844834080718036
-0.292,-0.2972353861474455
-0.749,-0.7468619903309544
-1.0971139,-1.1128332576025903
-0.42317356,-0.43409146327701564
-0.54162563,-0.5421860800285485
-1.12531649,-1.1231933064581219
-1.0403769,-1.070271448122048
-0.81151515,-0.8121939281552157
-1.026,-1.0223749726361062
-0.66467793,-0.6370339356639845
-0.98491731,-0.9797265080883497
-0.077,-0.07360605515969201
-0.73186329,-0.7608473798538624
-0.81424767,-0.8150546121521727
-0.6900878,-0.6954595365608098
-0.52635541,-0.5263801916309723
-0.15171683,-0.17072264667878326
-1.01087654,-1.0201868985140108
-0.4781702,-0.47855679543198293
-0.42799025,-0.43758368363170974
-1.70572679,-1.7096791132416398
-0.691,-0.6937173975550606
-1.02573532,-1.0152786235525346
-0.47175002,-0.4347537346012891
-0.3789491,-0.3626268147749967
-0.43518893,-0.4510866486427061
-1.57199624,-1.5735237402196385
-0.86653899,-0.8718736807425336
-0.51163341,-0.5104068192303137
-0.79596622,-0.7901356258628474
-0.97658383,-0.9601667806160477
-0.229108,-0.2262553154803
-0.38849717,-0.3895315774231902
-0.719,-0.7240240406018776
-1.2798031,-1.2797779943945307
-0.836,-0.8382702373220943
-0.547,-0.5489453456156428
-0.59782552,-0.5947857585129965
-0.537,-0.5219546114176856
-0.16453762,-0.16798017332471663
-0.194,-0.19896409742062662
-0.55721703,-0.5529156578018546
-0.2407627,-0.24553085362221364
-0.5935564,-0.6643924752591437
-0.843,-0.8418532154542702
-0.086,-0.08534533957375093
-0.559,-0.5592958381212532
-0.503,-0.5164613825653321
0.2249784,0.24193205777338253
-0.371,-0.3668273600921046
-0.651,-0.654657705179128
-0.108,-0.09227747042032977
-0.35148528,-0.36026614155554904
-0.50047595,-0.5152164862113635
-1.054,-1.0545739404673553
-0.81,-0.8093442196290133
-0.91883635,-0.8530108663903297
-0.35,-0.34446151582614903
-0.96498014,-0.968725270563221
-1.12678703,-1.1403917742404899
-1.05263341,-1.0489382510226959
-0.0479683,-0.04483159674922835
-0.677,-0.6749775366948738
-0.138,-0.13966595433523413
-0.556,-0.5529657178816108
-0.171,-0.16992256336106795
-0.8781954,-0.8803645603784374
-0.59039549,-0.5916304506911543
-0.134,-0.13114127015431112
-1.06864214,-1.0702066631055003
-0.667,-0.6671681882627694
-0.60900685,-0.5935358031347617
-0.70610557,-0.7175821030954259
-1.07266794,-1.06283167465927
-0.96903447,-0.9706219685043449
