Te Actual E0,Te Predicted E0
-0.274,-0.4481331329000004
-0.95692541,-0.7638916227999998
-0.553,-0.6267292326000002
-0.47722466,-0.3392352298000004
0.48395404,-0.3160920253
-0.43,-0.6636518430000006
-0.04,-0.1933332144000002
0.44061743,-0.3460933066999998
-0.85314334,-0.1890699756
-0.518,-0.7013842971000007
-1.16814704,-1.1304190091000006
0.22865765,-0.2634106097
-0.93114353,-0.7553505628999999
-0.64171637,-0.8103178858999993
-1.032,-0.8765140517000002
-0.89496127,-1.2526305013
-0.37604277,-0.3559989393000001
-0.506,-0.5817609157000002
-0.377,-0.23158549600000028
-0.8612572,-1.2384730884000001
-0.562,-0.6413271580000003
-0.54790107,-0.1933006681000001
-0.67906937,-0.6369800940000003
-0.56,-0.6411341606
-0.94305278,-0.7157180003000002
-0.63449428,-0.3203114091000004
-0.73248494,-0.9293574627999996
